Gene	Class
AT1G03780	0
AT2G05540	0
AT2G47280	0
AT2G23890	0
AT3G21370	0
AT1G72860	0
AT4G24820	0
AT2G29820	0
AT1G06110	0
AT5G58510	0
AT2G05810	0
AT5G44570	0
AT3G20470	0
AT4G10440	0
AT4G34650	0
AT3G24480	0
AT1G50700	0
AT3G44200	0
AT1G28600	0
AT3G04470	0
AT1G51650	0
AT2G33670	0
AT4G35530	0
AT2G24040	0
AT5G47510	0
AT5G28010	0
AT2G43840	0
AT2G24070	0
AT3G30490	0
AT2G48020	0
AT1G62890	0
AT2G16570	0
AT3G28715	0
AT5G59240	0
AT5G54440	0
AT4G28390	0
AT3G04020	0
AT5G12130	0
AT5G24316	0
AT4G34520	0
AT3G21470	0
AT5G39960	0
AT3G50420	0
AT3G11330	0
AT2G31530	0
AT3G15510	0
AT3G28670	0
AT2G35635	0
AT1G24320	0
AT4G39170	0
AT4G08210	0
AT5G08535	0
AT3G05510	0
AT1G73910	0
AT2G45270	0
AT3G16370	0
AT3G50890	0
AT1G19900	0
AT4G29040	0
AT3G25010	0
AT1G33110	0
AT1G66970	0
AT3G25220	0
ATMG01060	0
AT4G34870	0
AT5G50800	0
AT2G29960	0
AT3G53420	0
AT1G13950	0
AT1G80790	0
AT1G45976	0
AT4G26140	0
AT3G59080	0
AT3G42690	0
AT5G28620	0
AT3G60810	0
AT1G13260	0
AT3G14400	0
AT3G51400	0
AT1G26320	0
AT2G21090	0
AT2G43880	0
AT4G24960	0
AT3G48425	0
AT1G68450	0
AT4G22330	0
AT2G31050	0
AT5G50440	0
AT5G49250	0
AT4G15890	0
AT5G57300	0
AT1G11840	0
AT1G03590	0
AT2G30840	0
AT4G39380	0
AT2G38610	0
AT1G66750	0
AT5G59840	0
AT1G51710	0
AT2G03820	0
AT1G24280	0
AT2G24490	0
AT1G19140	0
AT4G19010	0
AT4G13430	0
AT5G60210	0
AT5G19920	0
AT4G24860	0
AT2G07650	0
AT1G55240	0
AT3G19990	0
AT3G43230	0
AT4G34090	0
AT2G43320	0
AT1G48140	0
AT4G18510	0
AT1G22960	0
AT3G27150	0
AT1G03610	0
AT1G43790	0
AT3G10090	0
AT4G21100	0
AT5G41620	0
AT4G10760	0
AT1G21640	0
AT4G23890	0
AT2G32390	0
AT3G02950	0
AT1G22290	0
AT4G02260	0
AT5G04280	0
AT1G04960	0
AT5G12480	0
AT3G27550	0
AT5G51310	0
AT3G54140	0
AT4G14800	0
AT4G22510	0
AT2G22940	0
AT2G11370	0
AT5G61830	0
AT2G07000	0
AT5G63660	0
AT1G28510	0
AT2G24390	0
AT3G49700	0
AT5G58780	0
AT2G26540	0
AT5G09470	0
AT1G26795	0
AT4G15260	0
AT5G18910	0
AT4G39370	0
AT2G28710	0
AT2G30010	0
AT5G10070	0
AT1G76110	0
AT4G37340	0
AT4G03690	0
AT2G05520	0
AT2G44650	0
AT2G29570	0
AT1G17880	0
AT3G43590	0
AT2G06040	0
AT1G08350	0
AT3G21175	0
ATCG00650	0
AT1G20650	0
AT2G26230	0
AT2G30620	0
AT1G19000	0
AT5G19150	0
AT5G37190	0
AT4G12970	0
AT5G60550	0
AT1G63530	0
AT1G52050	0
AT1G69230	0
AT1G61400	0
AT3G24720	0
AT1G77405	0
AT5G39320	0
AT5G47880	0
AT3G05710	0
AT4G05040	0
AT5G08500	0
AT3G18165	0
AT1G59720	0
AT1G55390	0
AT4G12360	0
AT1G28070	0
AT2G17310	0
AT3G22480	0
AT3G27340	0
AT5G15200	0
AT5G48060	0
AT1G68230	0
AT5G39250	0
AT5G13300	0
AT5G58500	0
AT2G21850	0
AT1G55880	0
AT5G14380	0
AT2G47290	0
AT4G04920	0
AT1G71410	0
AT1G22760	0
AT2G27370	0
AT2G18500	0
AT2G36450	0
AT5G57020	0
AT1G66860	0
AT4G37310	0
AT2G37820	0
AT3G18460	0
AT1G62590	0
AT5G52980	0
AT1G23390	0
AT1G20550	0
AT4G20890	0
AT3G28480	0
AT2G04490	0
AT3G13350	0
AT3G06100	0
AT2G18720	0
AT1G63490	0
AT1G31814	0
AT3G49660	0
AT2G46480	0
AT3G05230	0
AT4G14170	0
AT3G17170	0
AT4G34470	0
AT2G03530	0
AT4G35740	0
AT1G35560	0
AT4G36040	0
AT4G08890	0
AT5G26360	0
AT1G14180	0
AT1G54080	0
AT4G02480	0
AT1G79550	0
AT5G39590	0
AT1G79230	0
AT5G12260	0
AT4G09820	0
AT3G27240	0
AT1G55170	0
AT1G72850	0
AT3G28960	0
AT1G09680	0
AT3G14960	0
AT4G38020	0
AT1G27760	0
AT5G65350	0
AT4G36630	0
AT1G47500	0
AT5G24140	0
AT1G71870	0
AT2G02980	0
AT1G23010	0
AT4G17215	0
AT4G13070	0
AT5G56470	0
AT1G34245	0
AT5G54980	0
AT1G07050	0
AT1G55550	0
AT3G59790	0
AT2G17550	0
AT3G57870	0
AT4G22450	0
AT2G44065	0
AT4G27530	0
AT3G16310	0
AT2G05590	0
AT1G03445	0
AT2G03030	0
AT5G43790	0
AT5G42440	0
AT4G10370	0
AT5G06710	0
AT1G66810	0
AT3G17020	0
AT1G02160	0
ATMG00850	0
AT4G03340	0
AT5G19260	0
AT3G61790	0
AT4G29100	0
AT5G08340	0
AT3G09470	0
AT5G13230	0
AT5G64360	0
AT1G76470	0
AT5G62930	0
AT3G25190	0
AT2G10950	0
AT5G59120	0
AT5G20710	0
AT1G51720	0
AT2G43640	0
AT2G22000	0
AT3G20015	0
AT4G00920	0
AT4G30460	0
AT3G29410	0
AT2G24080	0
AT2G30470	0
AT5G54520	0
AT3G56290	0
AT3G15270	0
AT1G68490	0
AT3G08990	0
AT5G28120	0
AT3G06410	0
AT2G36100	0
AT1G44970	0
AT4G12250	0
AT1G67210	0
AT5G13760	0
AT5G19890	0
AT5G46680	0
AT1G19310	0
AT4G40090	0
AT5G20080	0
AT4G18130	0
AT1G09150	0
AT3G07130	0
AT2G31010	0
AT1G07070	0
AT5G61450	0
AT5G57330	0
AT3G07565	0
AT1G57590	0
AT2G44570	0
AT5G61540	0
AT1G78040	0
AT5G38660	0
AT1G62250	0
AT5G42290	0
AT2G07773	0
AT1G72530	0
AT1G76710	0
AT1G21440	0
AT3G46510	0
AT5G39730	0
AT2G12120	0
AT1G64530	0
AT4G02200	0
AT1G71310	0
AT4G27730	0
AT4G18820	0
AT3G29610	0
AT5G36940	0
AT3G18030	0
AT1G35515	0
AT1G78560	0
AT3G18990	0
AT5G22550	0
AT5G14870	0
AT3G29375	0
AT1G62830	0
AT1G65360	0
AT5G24490	0
AT2G41430	0
AT3G21020	0
AT1G07700	0
AT5G27510	0
AT5G27240	0
AT4G26570	0
